4 4.439300
5 5.738744
7 8.476266
9 11.342941
11 14.251117
13 17.143816
16 21.381707
20 26.726255
23 30.464560
28 36.269142
33 41.782900
38 47.201620
45 54.711526
52 62.060484
60 70.064304
69 78.380088
79 86.791514
91 96.154303
104 106.206206
119 118.455863
135 132.421815
154 149.656716
174 168.273800
198 191.693127
223 217.654648
252 249.573503
285 288.037319
321 331.910543
362 383.452614
407 440.990250
457 505.527278
513 578.001864
575 658.144216
645 748.387293
723 847.228031
809 952.930387
905 1066.572948
1011 1185.961011
1130 1312.174977
1261 1440.821106
1407 1572.686127
1570 1711.503498
1750 1859.840013
1950 2026.300821
2172 2217.024387
2418 2414.988161
2690 2582.213701
2993 2724.266333
3327 2865.516118
