4 2.536609
5 3.097733
7 4.149458
9 5.206275
11 6.308148
13 7.476887
16 9.429988
20 12.468036
23 15.053838
28 19.913149
33 25.464803
38 31.667851
45 41.338537
52 52.012154
60 65.269540
69 81.330349
79 100.342795
91 124.412140
104 151.588183
119 183.846349
135 218.820506
154 260.600726
174 304.465297
198 356.567674
223 409.918151
252 470.347700
285 537.044237
321 607.426235
362 685.154944
407 768.605166
457 860.223194
513 962.159896
575 1074.511080
645 1200.800457
723 1341.249995
809 1496.256369
905 1669.282650
1011 1859.687350
1130 2071.539493
1261 2301.658931
1407 2555.222594
1570 2837.489346
1750 3149.788876
1950 3498.722360
2172 3889.416585
2418 4324.192083
2690 4805.462798
2993 5339.724732
3327 5919.743058
3699 6544.189348
4109 7201.436650
4564 7897.477007
5068 8638.162730
5625 9426.451377
6242 10268.604050
6925 11175.111972
7679 12166.894261
8514 13279.850091
9437 14542.895141
10457 15999.132247
11585 17708.453842
12831 19716.738185
14207 22019.936762
15728 24673.430793
17407 27645.602355
19262 30820.201980
21310 34146.336217
23571 37551.499532
26066 40909.989786
28820 44067.021898
31859 46662.459145
35212 48115.238720
