4 4.498421
5 5.531447
7 7.383671
9 9.109875
11 10.777107
13 12.404080
16 14.844910
20 18.255543
23 21.016220
28 26.088486
33 31.771723
38 38.126468
45 48.240983
52 59.678330
60 74.148197
69 91.937065
79 113.277682
91 140.684411
104 172.190915
119 210.495402
135 253.321212
154 306.481738
174 364.858862
198 437.847108
223 516.910605
252 612.027037
285 724.086172
321 850.247024
362 998.162359
407 1164.990329
457 1354.843429
513 1571.583866
575 1814.876118
645 2091.832491
723 2401.310604
809 2741.815485
905 3119.977353
1011 3534.701377
1130 3995.025609
1261 4490.860658
1407 5023.913704
1570 5591.839311
1750 6186.700420
1950 6809.889674
2172 7460.712424
2418 8143.348396
2690 8865.303450
2993 9637.385885
3327 10443.994109
3699 11287.564203
4109 12157.643016
4564 13065.920993
5068 14013.853287
5625 14992.655122
6242 15992.936706
6925 16978.566978
7679 17896.237755
8514 18729.597476
9437 19489.825599
10457 20174.287078
11585 20817.755463
12831 21481.483575
14207 22209.571180
15728 22964.448610
17407 23656.959353
19262 24329.535540
21310 25102.520817
23571 26053.233437
26066 27064.859113
28820 28116.741132
31859 29380.612448
35212 30834.797958
