4 2.818695
5 3.469666
7 4.761670
9 6.045761
11 7.311218
13 8.573371
16 10.549354
20 13.462257
23 15.829364
28 20.085503
33 24.823607
38 30.080731
45 38.371921
52 47.725370
60 59.614941
69 74.342130
79 92.150742
91 115.232711
104 142.036301
119 174.922746
135 211.926253
154 257.959957
174 308.353460
198 370.748829
223 437.146264
252 514.799851
285 602.568380
321 696.316298
362 799.759322
407 909.385715
457 1027.817818
513 1158.352152
575 1302.400473
645 1465.573329
723 1647.703245
809 1848.189215
905 2073.048811
1011 2323.401197
1130 2607.372336
1261 2932.275358
1407 3317.444077
1570 3784.479857
1750 4353.879685
1950 5047.182374
2172 5874.935273
2418 6845.799140
2690 7970.959239
2993 9275.196240
3327 10750.912189
3699 12415.694612
4109 14246.485512
4564 16250.302637
5068 18424.869024
5625 20767.975034
6242 23298.490186
6925 26036.986989
7679 28995.395129
8514 32205.810081
