4 2.293198
5 2.769084
7 3.628643
9 4.432220
11 5.202302
13 5.949012
16 7.103218
20 8.805693
23 10.217446
28 12.868574
33 15.998966
38 19.615051
45 25.424007
52 31.995535
60 40.310999
69 50.518617
79 62.704060
91 78.222299
104 95.843125
119 116.901593
135 139.924929
154 167.694801
174 197.121658
198 232.343558
223 268.600067
252 309.764980
285 355.146085
321 402.739181
362 454.557525
407 508.783377
457 566.455906
513 628.564875
575 695.343205
645 769.871252
723 853.443835
809 947.559893
905 1056.585885
1011 1178.873194
1130 1312.729455
1261 1454.019774
1407 1599.163506
1570 1744.446063
1750 1891.841645
1950 2042.868391
2172 2196.838761
2418 2355.547272
2690 2523.371325
2993 2712.430557
3327 2928.015739
3699 3176.553843
4109 3460.256794
4564 3791.288038
5068 4184.366565
5625 4643.659863
6242 5151.884356
6925 5704.202908
7679 6318.302179
8514 7005.974532
