4 5.363113
5 6.520513
7 8.594030
9 10.473095
11 12.235263
13 13.956262
16 16.644949
20 20.694078
23 24.129383
28 30.608074
33 38.068519
38 46.483691
45 59.777778
52 74.660019
60 93.365656
69 116.248830
79 143.564650
91 178.485040
104 218.454869
119 266.869339
135 320.912488
154 388.097918
174 462.129518
198 554.967952
223 655.609999
252 776.680224
285 919.722768
321 1082.203837
362 1275.845391
407 1499.407927
457 1761.031853
513 2068.809742
575 2425.060146
645 2845.209460
723 3336.609257
809 3908.376797
905 4583.813111
1011 5372.135449
1130 6306.753483
1261 7395.736688
1407 8685.193966
1570 10222.339478
1750 12042.190004
1950 14217.146765
2172 16819.919451
2418 19933.997602
2690 23662.079642
2993 28171.104058
3327 33586.412027
3699 40214.049823
4109 48307.867033
4564 58281.853209
5068 70508.011756
5625 85316.303084
6242 103085.301445
6925 124329.164927
7679 149609.532023
8514 179569.598119
