4 6.464494
5 7.899568
7 10.417719
9 12.764670
11 15.041290
13 17.228159
16 20.394245
20 24.613353
23 27.918985
28 33.829352
33 40.282473
38 47.545759
45 59.551737
52 73.656458
60 92.055708
69 115.356018
79 144.176770
91 182.397201
104 227.840709
119 285.032470
135 351.216309
154 436.217229
174 532.599746
198 656.715452
223 794.747495
252 964.680874
285 1169.197949
321 1403.754216
362 1682.682493
407 1999.904063
457 2361.856943
513 2774.205126
575 3234.221855
645 3753.584227
723 4329.029292
809 4957.087615
905 5649.402387
1011 6404.003140
1130 7238.717864
1261 8136.361276
1407 9101.980087
1570 10136.362679
1750 11232.833906
1950 12401.174373
2172 13646.151027
2418 14986.604789
2690 16444.147771
2993 18042.335815
3327 19751.603544
3699 21562.766831
4109 23449.874298
4564 25438.780641
5068 27536.295309
5625 29697.840019
6242 31891.336852
6925 34059.266882
7679 36100.917053
8514 37997.859259
