4 8.382193
5 10.038796
7 12.703982
9 14.855824
11 16.741759
13 18.476210
16 20.925820
20 24.150353
23 26.659338
28 31.133515
33 36.075356
38 41.597154
45 50.407051
52 60.496705
60 73.526706
69 89.962653
79 110.271770
91 137.241960
104 169.332484
119 209.654999
135 256.112735
154 315.322108
174 381.726106
198 466.061446
223 558.387591
252 670.101435
285 801.942962
321 950.092567
362 1122.818620
407 1315.639737
457 1531.752822
513 1773.654486
575 2038.892903
645 2332.539211
723 2649.439112
809 2983.271321
905 3336.637118
1011 3709.643078
1130 4117.298404
1261 4561.842654
1407 5055.147940
1570 5596.958941
1750 6174.928028
1950 6792.583384
2172 7446.519938
2418 8121.623412
2690 8814.476932
2993 9525.242837
3327 10246.627605
3699 11006.466822
4109 11818.425535
4564 12672.549230
5068 13542.091101
5625 14455.946156
6242 15490.222304
6925 16659.895177
7679 17715.152492
8514 18752.412278
9437 20005.584103
10457 21601.406896
11585 23718.472766
12831 26328.384101
14207 29428.471269
