4 2.380203
5 2.848195
7 3.831285
9 5.006589
11 6.409796
13 8.039222
16 10.893333
20 15.388111
23 19.205255
28 26.298554
33 34.203099
38 42.823543
45 55.955911
52 70.159890
60 87.461129
69 107.937194
79 131.499174
91 160.329995
104 191.676982
119 227.453318
135 264.738426
154 307.540574
174 350.784065
198 400.320384
223 449.342330
252 502.911231
285 559.003573
321 613.354198
362 666.668507
407 717.154966
457 767.221305
513 819.246536
575 874.068857
645 931.860619
723 990.038515
809 1049.231594
905 1112.644488
1011 1178.333969
1130 1247.628939
1261 1322.117923
1407 1402.606821
1570 1489.801913
1750 1580.127623
1950 1674.267587
2172 1774.653684
2418 1885.969958
2690 2012.086023
2993 2158.081026
3327 2325.598209
3699 2517.523969
4109 2731.789008
4564 2968.445082
5068 3220.303029
5625 3497.273583
6242 3806.491802
6925 4159.330192
7679 4570.787159
8514 5048.873154
