4 2.069571
5 2.636527
7 3.944485
9 5.530731
11 7.401594
13 9.545407
16 13.238782
20 18.946137
23 23.721589
28 32.457118
33 42.009385
38 52.253230
45 67.602687
52 83.987457
60 103.821058
69 127.339738
79 154.680887
91 188.726387
104 226.605518
119 271.030629
135 318.739427
154 375.174459
174 433.596890
198 501.414831
223 568.567065
252 641.287035
285 716.803413
321 790.692632
362 865.791942
407 940.097738
457 1015.707433
513 1094.524625
575 1177.257350
645 1265.488519
723 1358.054757
809 1457.588214
905 1569.922832
1011 1693.189200
1130 1830.379027
1261 1976.631062
1407 2130.292443
1570 2289.070649
1750 2457.431054
1950 2643.368169
2172 2855.609430
2418 3102.930066
2690 3392.578276
2993 3731.400723
3327 4116.558853
3699 4552.992338
4109 5037.976962
4564 5582.134708
5068 6196.101709
5625 6863.168337
6242 7542.815622
6925 8174.486573
7679 8719.430828
8514 9182.372937
