4 3.454564
5 4.096188
7 5.186677
9 6.188628
11 7.214324
13 8.318956
16 10.189151
20 13.127887
23 15.649791
28 20.411192
33 25.816637
38 31.812994
45 41.128699
52 51.455042
60 64.443474
69 80.523172
79 100.156971
91 126.073023
104 156.891004
119 195.759956
135 240.831835
154 298.763091
174 364.397478
198 448.710014
223 542.056327
252 656.158694
285 791.971477
321 945.462123
362 1124.719630
407 1324.121174
457 1546.128296
513 1791.954328
575 2055.870966
645 2337.530513
723 2625.370620
809 2908.565484
905 3186.829427
1011 3464.926347
1130 3768.587304
1261 4111.918904
1407 4506.955407
1570 4951.689644
1750 5439.189969
1950 5979.474283
2172 6569.977676
2418 7190.118397
2690 7818.635444
2993 8447.450392
3327 9051.122352
3699 9623.462874
4109 10149.286073
4564 10628.418286
5068 11078.256077
5625 11548.160168
6242 12085.942124
6925 12661.170219
7679 13197.754965
8514 13668.243290
9437 14124.934538
10457 14659.015506
11585 15264.015405
12831 15940.811067
14207 16723.650361
