4 28.035455
5 32.032881
7 37.591084
9 41.406718
11 44.421575
13 47.089967
16 50.826449
20 55.773410
23 59.646430
28 66.667812
33 74.609780
38 83.554103
45 97.644819
52 113.309111
60 132.719348
69 156.025415
79 183.337721
91 217.764115
104 256.857730
119 303.912036
135 355.850188
154 419.250233
174 487.711218
198 572.315899
223 663.555998
252 773.276204
285 902.615155
321 1048.433928
362 1219.543564
407 1411.832907
457 1628.936095
513 1874.521451
575 2147.140530
645 2453.542480
723 2791.282544
809 3157.500665
905 3556.279468
1011 3981.154279
1130 4435.729138
1261 4908.316120
1407 5402.161523
1570 5912.704781
1750 6424.503326
1950 6929.313783
2172 7415.938389
2418 7882.748508
2690 8336.754455
2993 8779.825227
3327 9207.547043
3699 9626.984271
4109 10042.117191
4564 10459.879403
5068 10857.409699
5625 11214.051819
6242 11542.072712
6925 11870.653590
7679 12224.728553
8514 12629.354901
9437 13136.729494
10457 13766.840150
11585 14561.352199
12831 15560.933047
14207 16827.622031
15728 18401.768247
17407 20313.354522
19262 22611.232060
21310 25294.754323
23571 28360.809248
26066 31711.312637
28820 35128.958972
31859 38214.064975
35212 40872.043279
