4 9.950896
5 11.304706
7 13.305603
9 14.899481
11 16.390846
13 17.945326
16 20.554784
20 24.709600
23 28.339312
28 35.340815
33 43.418806
38 52.446354
45 66.473248
52 81.882586
60 100.920393
69 123.924132
79 151.284206
91 186.475196
104 227.295556
119 277.422543
135 333.788900
154 403.771461
174 480.276333
198 575.119452
223 676.642417
252 797.008530
285 936.567514
321 1091.463240
362 1271.084538
407 1472.095979
457 1699.610250
513 1958.329773
575 2247.692739
645 2575.479700
723 2938.703447
809 3333.782444
905 3766.098755
1011 4230.713431
1130 4736.522667
1261 5276.930544
1407 5857.979082
1570 6474.503653
1750 7108.003186
1950 7748.622423
2172 8386.888618
2418 9022.043866
2690 9647.648699
2993 10259.413822
3327 10858.154875
3699 11466.263863
4109 12083.820967
4564 12699.025178
5068 13289.990151
5625 13861.720728
6242 14438.069944
6925 15019.661896
7679 15604.173306
8514 16186.698775
9437 16754.764188
10457 17313.004698
11585 17858.317982
12831 18365.375980
14207 18877.670728
15728 19446.985522
17407 20110.685654
19262 20879.228732
21310 21800.397252
23571 22984.067392
26066 24469.585024
28820 26251.241711
31859 28408.699882
35212 31048.162191
