4 5.393869
5 6.638852
7 9.036405
9 11.497177
11 14.130130
13 16.986905
16 21.709328
20 28.735562
23 34.465738
28 44.688414
33 55.488163
38 66.623812
45 82.469356
52 98.342239
60 116.236795
69 135.829437
79 156.874321
91 181.300510
104 207.140286
119 236.849575
135 269.295254
154 309.803054
174 355.228325
198 413.099238
223 476.463169
252 553.148431
285 643.636355
321 744.777181
362 861.178525
407 989.074683
457 1130.391017
513 1287.543527
575 1460.458906
645 1654.072627
723 1866.560176
809 2095.106127
905 2341.927296
1011 2605.336571
1130 2889.613191
1261 3189.394011
1407 3509.277179
1570 3848.560607
1750 4201.759732
1950 4569.960106
2172 4946.111408
2418 5328.583174
2690 5722.715249
2993 6136.760210
3327 6533.301081
3699 6889.302029
4109 7218.166408
4564 7539.695526
5068 7858.978822
5625 8204.443665
6242 8572.869027
6925 8960.151695
7679 9372.854955
