4 5.894894
5 7.042615
7 8.981353
9 10.715772
11 12.420364
13 14.206549
16 17.196132
20 21.885608
23 25.937744
28 33.628378
33 42.363748
38 52.003101
45 66.782813
52 82.786292
60 102.236274
69 125.247191
79 151.916082
91 185.223182
104 222.846049
119 268.284530
135 319.137609
154 382.432532
174 451.755905
198 537.399547
223 628.356382
252 735.001911
285 856.551656
321 987.823113
362 1133.858914
407 1287.517036
457 1445.915363
513 1605.082345
575 1763.894154
645 1924.993156
723 2082.087451
809 2231.341094
905 2380.267911
1011 2539.340889
1130 2719.920002
1261 2915.171743
1407 3118.783169
1570 3329.039457
1750 3547.873242
1950 3770.705856
2172 3989.777276
2418 4200.131287
2690 4401.338579
2993 4618.474032
3327 4861.576862
3699 5145.994293
4109 5466.332245
4564 5834.559624
5068 6272.441975
5625 6805.498453
6242 7459.384706
6925 8253.508176
7679 9181.190188
